player_id,sleeper_rank,bye_week,sleeper_proj_dollar
4623,1594,,1
4622,1595,,1
4621,1596,,1
4613,1597,,1
4610,1598,,1
4607,1599,,1
4605,1600,,1
4602,1601,9,1
4600,1602,,1
4599,1603,,1
4595,1604,,1
4593,1605,,1
4588,1606,,1
4585,1607,,1
4574,1608,,1
4571,1609,,1
4569,1610,,1
4563,1611,,1
4557,1612,,1
4551,1613,,1
455,1614,,1
4548,1615,,1
4545,1616,,1
4544,1617,,1
4537,1618,,1
4536,1619,,1
4535,1620,,1
4533,1621,,1
4531,1622,,1
4528,1623,,1
4526,1624,,1
4520,1625,,1
4519,1626,,1
4515,1627,,1
4508,1628,,1
4504,1629,,1
4497,1630,,1
4494,1631,,1
4491,1632,,1
4490,1633,5,1
4489,1634,,1
4485,1635,,1
4480,1636,,1
4479,1637,,1
4475,1638,,1
4468,1639,,1
4464,1640,7,1
4463,1641,,1
4456,1642,,1
4455,1643,,1
4454,1644,14,1
4453,1645,,1
4445,1646,,1
4443,1647,,1
4437,1648,,1
4435,1649,7,1
4434,1650,,1
4421,1651,,1
4420,1652,,1
4416,1653,,1
4411,1654,,1
4409,1655,,1
4408,1656,,1
4406,1657,,1
4401,1658,,1
4396,1659,,1
4392,1660,,1
4385,1661,,1
4384,1662,,1
4381,1663,,1
4373,1664,,1
4367,1665,,1
4365,1666,,1
4364,1667,,1
4362,1668,,1
4360,1669,,1
4358,1670,,1
4353,1671,8,1
4351,1672,13,1
4350,1673,,1
4349,1674,8,1
4344,1675,,1
4338,1676,,1
4335,1677,,1
4330,1678,,1
4328,1679,,1
4327,1680,,1
4326,1681,,1
4324,1682,,1
4323,1683,,1
4322,1684,,1
4320,1685,,1
4319,1686,,1
4314,1687,10,1
4309,1688,,1
4305,1689,,1
4301,1690,,1
4289,1691,,1
4285,1692,,1
4283,1693,,1
4274,1694,5,1
4273,1695,,1
4263,1696,5,1
4252,1697,,1
4250,1698,,1
4234,1699,,1
4229,1700,,1
4226,1701,,1
4221,1702,,1
4219,1703,7,1
4218,1704,,1
4214,1705,,1
4208,1706,,1
4200,1707,,1
4198,1708,,1
4197,1709,,1
4189,1710,11,1
4187,1711,,1
4186,1712,,1
4184,1713,,1
4183,1714,,1
4179,1715,,1
4177,1716,11,1
4175,1717,,1
4171,1718,,1
4169,1719,,1
4162,1720,,1
4160,1721,,1
4157,1722,,1
4153,1723,,1
4152,1724,,1
4151,1725,,1
4150,1726,,1
4149,1727,,1
4147,1728,6,1
4146,1729,,1
4144,1730,,1
4139,1731,,1
4131,1732,,1
4128,1733,,1
4127,1734,,1
4125,1735,,1
4111,1736,,1
4108,1737,,1
4098,1738,,1
4089,1739,,1
4085,1740,,1
4082,1741,,1
4080,1742,,1
4068,1743,,1
4066,1744,10,1
4061,1745,,1
4055,1746,,1
4054,1747,13,1
4051,1748,,1
4050,1749,,1
4042,1750,,1
4040,1751,8,1
4038,1752,,1
4036,1753,,1
4031,1754,,1
4029,1755,,1
4026,1756,,1
4004,1757,,1
3978,1758,,1
3976,1759,9,1
3969,1760,,1
3957,1761,,1
3934,1762,,1
3921,1763,,1
3920,1764,,1
3917,1765,,1
3916,1766,,1
3908,1767,,1
3895,1768,,1
3894,1769,,1
3893,1770,,1
3891,1771,,1
3883,1772,,1
3880,1773,,1
3868,1774,13,1
3859,1775,,1
3852,1776,,1
3846,1777,,1
3832,1778,,1
3824,1779,,1
3817,1780,,1
3816,1781,,1
3811,1782,,1
3803,1783,,1
3780,1784,,1
3774,1785,,1
3770,1786,,1
3762,1787,,1
3732,1788,,1
3730,1789,,1
3727,1790,,1
3695,1791,,1
3688,1792,,1
3670,1793,,1
367,1794,,1
3668,1795,13,1
3664,1796,,1
3660,1797,,1
3655,1798,,1
3652,1799,,1
3648,1800,,1
3646,1801,,1
3640,1802,,1
3634,1803,10,1
3630,1804,,1
3621,1805,,1
3615,1806,,1
3614,1807,,1
3609,1808,,1
3606,1809,,1
3599,1810,,1
3596,1811,,1
3594,1812,,1
3593,1813,,1
3588,1814,,1
3584,1815,,1
3582,1816,,1
3572,1817,,1
3570,1818,,1
3568,1819,,1
3561,1820,,1
3556,1821,,1
3555,1822,,1
3554,1823,,1
3551,1824,,1
3548,1825,,1
3542,1826,,1
3540,1827,,1
3531,1828,,1
3524,1829,,1
3520,1830,,1
3516,1831,,1
3515,1832,,1
3514,1833,,1
3505,1834,,1
3504,1835,,1
3503,1836,,1
3500,1837,,1
3497,1838,,1
3496,1839,,1
3495,1840,,1
3488,1841,,1
3486,1842,,1
3476,1843,,1
3475,1844,,1
3465,1845,,1
3464,1846,,1
3462,1847,,1
3456,1848,,1
3454,1849,,1
3453,1850,,1
345,1851,,1
3447,1852,,1
3445,1853,,1
3443,1854,,1
3440,1855,,1
344,1856,,1
3433,1857,,1
3423,1858,,1
3418,1859,,1
3412,1860,,1
3410,1861,,1
3407,1862,,1
3402,1863,,1
3398,1864,,1
3397,1865,,1
3393,1866,,1
3391,1867,,1
3380,1868,,1
3371,1869,,1
3362,1870,,1
3357,1871,8,1
3355,1872,,1
3354,1873,,1
3353,1874,,1
3348,1875,,1
3347,1876,,1
3343,1877,,1
3342,1878,,1
3340,1879,,1
3336,1880,,1
3333,1881,7,1
3332,1882,,1
333,1883,,1
3328,1884,,1
3319,1885,,1
3318,1886,,1
3312,1887,,1
331,1888,,1
3309,1889,7,1
3306,1890,,1
3300,1891,,1
3297,1892,,1
3296,1893,,1
3286,1894,8,1
3280,1895,,1
3278,1896,,1
3271,1897,11,1
3269,1898,13,1
3258,1899,11,1
3242,1900,,1
3239,1901,11,1
3225,1902,,1
3211,1903,,1
3209,1904,,1
3208,1905,,1
3205,1906,,1
3204,1907,,1
3202,1908,11,1
3200,1909,,1
3199,1910,,1
3178,1911,,1
3177,1912,,1
3170,1913,,1
3164,1914,,1
3161,1915,6,1
3157,1916,,1
3155,1917,13,1
3150,1918,,1
3148,1919,,1
312,1920,,1
3078,1921,,1
3052,1922,,1
3048,1923,8,1
3045,1924,,1
3041,1925,,1
3036,1926,,1
3021,1927,,1
3020,1928,,1
2996,1929,,1
2981,1930,,1
2962,1931,,1
2957,1932,,1
2949,1933,,1
2948,1934,,1
2947,1935,,1
2945,1936,,1
2944,1937,11,1
2943,1938,,1
2940,1939,,1
2939,1940,,1
2938,1941,,1
2937,1942,,1
2936,1943,,1
2935,1944,,1
2934,1945,,1
2933,1946,,1
2932,1947,,1
2931,1948,,1
2930,1949,,1
2929,1950,,1
2927,1951,,1
2925,1952,,1
2923,1953,,1
2922,1954,,1
2921,1955,,1
2920,1956,,1
2918,1957,,1
2917,1958,,1
2916,1959,,1
2914,1960,,1
2913,1961,,1
2910,1962,,1
2909,1963,,1
2906,1964,,1
2905,1965,,1
2903,1966,,1
2900,1967,,1
2898,1968,,1
2892,1969,,1
289,1970,,1
2886,1971,,1
2880,1972,,1
2879,1973,,1
2875,1974,,1
2870,1975,,1
2846,1976,,1
284,1977,,1
2838,1978,,1
2836,1979,,1
2822,1980,,1
2821,1981,,1
2820,1982,,1
2817,1983,,1
2801,1984,,1
2800,1985,,1
2790,1986,,1
2787,1987,,1
2785,1988,,1
2783,1989,,1
2771,1990,,1
2770,1991,,1
2768,1992,,1
2767,1993,,1
2756,1994,,1
2755,1995,,1
2754,1996,,1
2753,1997,,1
2752,1998,,1
2751,1999,,1
2750,2000,,1
2749,2001,,1
2733,2002,,1
2730,2003,,1
2713,2004,,1
2711,2005,,1
2703,2006,,1
2684,2007,,1
268,2008,,1
2674,2009,,1
2673,2010,,1
2672,2011,,1
2658,2012,,1
2651,2013,,1
2639,2014,,1
2636,2015,,1
2635,2016,,1
2632,2017,,1
2620,2018,,1
2602,2019,,1
2600,2020,,1
260,2021,6,1
2597,2022,,1
2595,2023,,1
2593,2024,,1
2588,2025,,1
2587,2026,,1
2583,2027,,1
2582,2028,,1
2581,2029,,1
2580,2030,,1
2578,2031,,1
2577,2032,,1
2576,2033,,1
2573,2034,,1
2570,2035,,1
2569,2036,,1
2567,2037,,1
2565,2038,,1
2561,2039,,1
2560,2040,,1
2557,2041,,1
2553,2042,,1
2549,2043,11,1
2545,2044,,1
2532,2045,,1
2528,2046,,1
2505,2047,,1
2502,2048,,1
2496,2049,,1
2495,2050,,1
2487,2051,,1
2476,2052,,1
2474,2053,,1
2471,2054,11,1
2465,2055,,1
2463,2056,,1
2462,2057,,1
2460,2058,,1
246,2059,,1
2452,2060,,1
2450,2061,,1
2446,2062,,1
2431,2063,,1
2430,2064,,1
2422,2065,,1
2412,2066,,1
2410,2067,,1
24,2068,,1
2399,2069,,1
2397,2070,,1
2394,2071,,1
2391,2072,,1
2390,2073,,1
2382,2074,,1
2381,2075,,1
2378,2076,,1
2374,2077,,1
2373,2078,,1
2360,2079,,1
2359,2080,7,1
2346,2081,,1
2342,2082,,1
2341,2083,,1
2334,2084,13,1
2331,2085,,1
233,2086,,1
2325,2087,,1
2320,2088,,1
232,2089,,1
2319,2090,,1
2315,2091,,1
2312,2092,,1
2309,2093,,1
2304,2094,,1
23,2095,,1
2291,2096,,1
2279,2097,,1
2262,2098,,1
2257,2099,,1
2251,2100,,1
2238,2101,,1
223,2102,,1
2229,2103,,1
2214,2104,,1
2206,2105,,1
2200,2106,,1
2197,2107,,1
2191,2108,,1
2174,2109,,1
2168,2110,,1
2161,2111,,1
2152,2112,6,1
2146,2113,,1
2142,2114,,1
2121,2115,,1
2119,2116,,1
2118,2117,9,1
2114,2118,,1
2106,2119,,1
2093,2120,,1
2082,2121,,1
208,2122,,1
2078,2123,8,1
2073,2124,,1
2044,2125,,1
2040,2126,,1
2039,2127,,1
2028,2128,,1
2025,2129,,1
2023,2130,,1
2004,2131,,1
2003,2132,,1
200,2133,,1
1992,2134,,1
1987,2135,,1
1984,2136,6,1
1979,2137,8,1
1971,2138,,1
1943,2139,,1
1939,2140,,1
1916,2141,,1
1911,2142,,1
1903,2143,,1
19,2144,6,1
1895,2145,,1
1855,2146,,1
1854,2147,,1
1848,2148,,1
1842,2149,,1
1841,2150,,1
184,2151,,1
1837,2152,,1
1833,2153,,1
1825,2154,,1
1817,2155,,1
181,2156,,1
1800,2157,,1
1794,2158,,1
1793,2159,,1
178,2160,,1
1777,2161,,1
1737,2162,10,1
1718,2163,,1
1706,2164,13,1
1701,2165,,1
1696,2166,,1
1693,2167,,1
1689,2168,,1
1684,2169,,1
1678,2170,,1
167,2171,,1
1652,2172,,1
1642,2173,8,1
1619,2174,,1
1612,2175,,1
1604,2176,10,1
1603,2177,,1
1601,2178,,1
1592,2179,10,1
1587,2180,,1
1567,2181,,1
1559,2182,,1
1555,2183,,1
1550,2184,,1
1546,2185,,1
1535,2186,,1
1517,2187,,1
1502,2188,,1
1500,2189,,1
1476,2190,,1
147,2191,,1
1451,2192,,1
1426,2193,,1
1425,2194,,1
1408,2195,10,1
14062,2196,8,1
14061,2197,11,1
14058,2198,5,1
14056,2199,,1
14055,2200,8,1
14049,2201,,1
14047,2202,,1
14044,2203,5,1
14041,2204,13,1
14040,2205,6,1
14039,2206,7,1
14038,2207,6,1
14037,2208,11,1
14034,2209,8,1
14031,2210,10,1
14029,2211,7,1
14021,2212,10,1
14020,2213,10,1
14018,2214,,1
14017,2215,,1
14008,2216,10,1
14005,2217,,1
14001,2218,,1
13996,2219,,1
13989,2220,,1
13988,2221,,1
13981,2222,10,1
13975,2223,11,1
13973,2224,11,1
13972,2225,,1
13967,2226,11,1
13964,2227,11,1
13963,2228,11,1
13962,2229,11,1
13957,2230,10,1
13949,2231,8,1
13946,2232,6,1
13943,2233,,1
13941,2234,10,1
13939,2235,,1
13937,2236,7,1
13931,2237,13,1
13930,2238,,1
13929,2239,13,1
13923,2240,8,1
13920,2241,13,1
13916,2242,5,1
13913,2243,13,1
13909,2244,13,1
13906,2245,11,1
13905,2246,5,1
13904,2247,5,1
13898,2248,13,1
13890,2249,6,1
13889,2250,9,1
13888,2251,,1
1388,2252,,1
13879,2253,14,1
13873,2254,13,1
13870,2255,7,1
1387,2256,,1
13867,2257,,1
13862,2258,8,1
13861,2259,8,1
1386,2260,,1
13859,2261,13,1
13852,2262,13,1
13850,2263,13,1
13849,2264,13,1
13846,2265,11,1
13844,2266,10,1
13839,2267,13,1
13835,2268,,1
13834,2269,8,1
13831,2270,,1
13830,2271,11,1
13827,2272,11,1
13826,2273,13,1
13825,2274,13,1
13818,2275,,1
13816,2276,6,1
13810,2277,11,1
13806,2278,,1
13805,2279,13,1
13802,2280,13,1
138,2281,9,1
1379,2282,8,1
13783,2283,13,1
13781,2284,,1
13780,2285,5,1
13779,2286,,1
13778,2287,5,1
13777,2288,,1
13776,2289,9,1
13773,2290,,1
13772,2291,,1
13770,2292,11,1
13768,2293,,1
13760,2294,7,1
13750,2295,11,1
13749,2296,11,1
13744,2297,10,1
13743,2298,10,1
13726,2299,14,1
13725,2300,14,1
13712,2301,10,1
13708,2302,11,1
13705,2303,13,1
13702,2304,,1
13698,2305,7,1
13696,2306,7,1
13685,2307,,1
13681,2308,,1
13677,2309,,1
13674,2310,7,1
13673,2311,,1
13670,2312,14,1
13667,2313,,1
13663,2314,8,1
13662,2315,8,1
13661,2316,7,1
13658,2317,7,1
13657,2318,,1
13647,2319,7,1
13645,2320,7,1
13632,2321,7,1
13630,2322,7,1
13624,2323,,1
13621,2324,6,1
13619,2325,6,1
13617,2326,6,1
13608,2327,7,1
13604,2328,7,1
13603,2329,7,1
13602,2330,11,1
13600,2331,9,1
13599,2332,11,1
13597,2333,11,1
13595,2334,11,1
13592,2335,,1
13582,2336,14,1
13580,2337,11,1
13577,2338,10,1
13557,2339,7,1
13554,2340,7,1
13541,2341,8,1
13533,2342,8,1
1352,2343,,1
13516,2344,6,1
13491,2345,9,1
13477,2346,6,1
1346,2347,,1
13440,2348,,1
13438,2349,13,1
13437,2350,8,1
13436,2351,6,1
13435,2352,11,1
13434,2353,6,1
13433,2354,9,1
13432,2355,,1
13431,2356,6,1
13430,2357,11,1
13429,2358,6,1
13428,2359,7,1
13427,2360,,1
13426,2361,,1
13425,2362,10,1
13424,2363,13,1
13423,2364,9,1
13422,2365,9,1
13421,2366,11,1
13420,2367,8,1
13419,2368,5,1
13418,2369,7,1
13416,2370,13,1
13415,2371,5,1
13414,2372,8,1
13413,2373,5,1
13412,2374,6,1
13411,2375,10,1
13410,2376,13,1
13409,2377,6,1
13408,2378,7,1
13407,2379,13,1
13403,2380,11,1
13402,2381,7,1
13400,2382,10,1
13394,2383,7,1
13392,2384,5,1
1339,2385,,1
13380,2386,7,1
1338,2387,,1
13357,2388,11,1
13356,2389,7,1
13355,2390,14,1
13354,2391,,1
13352,2392,13,1
13351,2393,,1
13350,2394,13,1
13348,2395,7,1
13344,2396,,1
13343,2397,11,1
13342,2398,5,1
13339,2399,11,1
13338,2400,6,1
13336,2401,10,1
13335,2402,10,1
13334,2403,,1
13333,2404,13,1
13331,2405,10,1
1333,2406,,1
13329,2407,13,1
13328,2408,6,1
13327,2409,,1
13326,2410,13,1
13325,2411,14,1
13324,2412,13,1
13323,2413,,1
13322,2414,10,1
13321,2415,11,1
13319,2416,8,1
13318,2417,6,1
13316,2418,10,1
13315,2419,11,1
13314,2420,6,1
13313,2421,11,1
13312,2422,6,1
13310,2423,10,1
13309,2424,11,1
13308,2425,10,1
13307,2426,8,1
13306,2427,11,1
13304,2428,,1
13302,2429,13,1
13300,2430,,1
13299,2431,7,1
13297,2432,14,1
13296,2433,6,1
13295,2434,11,1
13292,2435,9,1
13291,2436,6,1
13290,2437,,1
1329,2438,,1
13289,2439,9,1
13284,2440,,1
13282,2441,6,1
13280,2442,,1
13277,2443,8,1
13273,2444,13,1
13270,2445,11,1
13264,2446,6,1
13261,2447,8,1
13258,2448,,1
13256,2449,,1
13255,2450,,1
13251,2451,,1
13250,2452,,1
13249,2453,6,1
13246,2454,14,1
13242,2455,,1
13240,2456,,1
13238,2457,,1
13228,2458,,1
13227,2459,11,1
13225,2460,,1
13222,2461,,1
13221,2462,,1
13217,2463,8,1
13213,2464,13,1
13212,2465,,1
13210,2466,11,1
13208,2467,,1
13205,2468,,1
13202,2469,7,1
13199,2470,11,1
13194,2471,,1
13193,2472,,1
13191,2473,,1
13190,2474,,1
13189,2475,11,1
13179,2476,5,1
13175,2477,,1
13173,2478,5,1
13166,2479,,1
13162,2480,,1
13161,2481,,1
13160,2482,,1
13158,2483,,1
13154,2484,,1
13153,2485,,1
13152,2486,,1
13151,2487,11,1
13150,2488,10,1
13145,2489,,1
13143,2490,,1
13139,2491,,1
13136,2492,,1
13129,2493,,1
13128,2494,,1
13125,2495,,1
13124,2496,11,1
13122,2497,13,1
13121,2498,6,1
13120,2499,7,1
1312,2500,,1
13119,2501,,1
13117,2502,,1
13116,2503,5,1
13113,2504,,1
13110,2505,6,1
13108,2506,,1
13101,2507,11,1
13100,2508,,1
13088,2509,,1
13085,2510,,1
13080,2511,,1
1308,2512,,1
13079,2513,10,1
13075,2514,6,1
13074,2515,11,1
13065,2516,,1
13064,2517,,1
13063,2518,,1
13053,2519,,1
1305,2520,,1
13047,2521,11,1
13043,2522,,1
13042,2523,13,1
13041,2524,,1
13034,2525,,1
13032,2526,6,1
1303,2527,,1
13026,2528,,1
13022,2529,,1
13017,2530,,1
13014,2531,,1
13013,2532,11,1
13011,2533,11,1
13010,2534,11,1
13005,2535,,1
13003,2536,11,1
13001,2537,11,1
12984,2538,11,1
12983,2539,,1
12981,2540,13,1
12976,2541,,1
12975,2542,9,1
12973,2543,,1
12972,2544,,1
12971,2545,6,1
12969,2546,11,1
12967,2547,,1
12966,2548,,1
12965,2549,,1
12963,2550,,1
12959,2551,,1
12954,2552,6,1
12953,2553,,1
12950,2554,,1
12946,2555,6,1
12941,2556,6,1
12940,2557,,1
12939,2558,5,1
12938,2559,6,1
12935,2560,,1
12933,2561,5,1
12928,2562,7,1
